序号,发射地省份,地市,区县,发射台名,频道,发射功率(千瓦）,节目
6261,陕西省,汉中市,南郑县,大汉山电视发射台,DS-20,10,中央电视台综合频道
6262,陕西省,汉中市,南郑县,大汉山电视发射台,DS-40,10,中央电视台军事农业频道
6263,陕西省,汉中市,南郑县,大汉山电视发射台,DS-2,10,陕西卫视
6264,陕西省,汉中市,南郑县,大汉山电视发射台,DS-10,10,汉中市广播电视台综合频道
6265,陕西省,汉中市,宁强县,宁强调频电视发射台,DS-13,0.3,中央电视台综合频道
6266,陕西省,汉中市,宁强县,宁强调频电视发射台,DS-25,0.3,中央电视台军事农业频道
6267,陕西省,汉中市,西乡县,西乡电视发射台,DS-13,0.3,中央电视台综合频道
6268,陕西省,汉中市,西乡县,西乡电视发射台,DS-25,0.3,中央电视台军事农业频道
6269,陕西省,汉中市,镇巴县,镇巴调频电视转播台,DS-17,1,中央电视台综合频道
6270,陕西省,汉中市,镇巴县,镇巴调频电视转播台,DS-23,1,中央电视台军事农业频道
6271,陕西省,商洛市,丹凤县,丹凤调频调频发射台,DS-19,1,商洛电视台综合频道
6272,陕西省,商洛市,丹凤县,丹凤调频电视发射台,DS-8,0.3,中央电视台综合频道
6273,陕西省,商洛市,丹凤县,丹凤调频电视发射台,DS-13,0.3,中央电视台军事农业频道
6274,陕西省,商洛市,洛南县,洛南调频广播发射台,DS-44,1,商洛电视台综合频道
6275,陕西省,商洛市,洛南县,洛南广播电视台,DS-6,0.3,中央电视台综合频道
6276,陕西省,商洛市,洛南县,洛南广播电视台,DS-15,1,中央电视台军事农业频道
6277,陕西省,商洛市,山阳县,山阳调频广播发射台,DS-45,1,商洛电视台综合频道
6278,陕西省,商洛市,山阳县,山阳调频电视发射台,DS-17,0.3,中央电视台综合频道
6279,陕西省,商洛市,山阳县,山阳调频电视发射台,DS-23,0.3,中央电视台军事农业频道
6280,陕西省,商洛市,商南县,商南调频广播发射台,DS-39,1,商洛电视台综合频道
6281,陕西省,商洛市,商南县,商南电视发射台,DS-21,0.3,中央电视台综合频道
6282,陕西省,商洛市,商南县,商南电视发射台,DS-15,0.3,中央电视台军事农业频道
6283,陕西省,商洛市,商州区,松道山电视发射台,DS-21,3,中央电视台综合频道
6284,陕西省,商洛市,商州区,松道山电视发射台,DS-27,3,中央电视台军事农业频道
6285,陕西省,商洛市,商州区,松道山电视发射台,DS-12,1,商洛电视台综合频道
6286,陕西省,商洛市,镇安县,镇安调频广播发射台,DS-33,1,商洛电视台综合频道
6287,陕西省,商洛市,镇安县,镇安调频电视发射台,DS-14,0.3,中央电视台综合频道
6288,陕西省,商洛市,镇安县,镇安调频电视发射台,DS-20,0.3,中央电视台军事农业频道
6289,陕西省,商洛市,柞水县,柞水调频广播发射台,DS-31,1,商洛电视台综合频道
6290,陕西省,商洛市,柞水县,柞水调频电视发射台,DS-26,0.1,中央电视台综合频道
6291,陕西省,商洛市,柞水县,柞水调频电视发射台,DS-36,0.1,中央电视台军事农业频道
6292,陕西省,铜川市,王益区,铜川公园山电视发射台,DS-32,1,中央电视台综合频道
6293,陕西省,铜川市,王益区,铜川公园山电视发射台,DS-44,3,中央电视台军事农业频道
6294,陕西省,铜川市,王益区,铜川公园山电视发射台,DS-13,1,铜川市广播电视台综合节目
6295,陕西省,铜川市,宜君县,宜君调频广播发射台,DS-23,1,中央电视台综合频道
6296,陕西省,铜川市,宜君县,宜君调频广播发射台,DS-29,1,中央电视台军事农业频道
6297,陕西省,渭南市,白水县,白水调频电视发射台,DS-26,0.3,中央电视台军事农业频道
6298,陕西省,渭南市,澄城县,渭南韦庄镇电视转播台,DS-12,1,陕西卫视
6299,陕西省,渭南市,澄城县,渭南广播电视发射台,DS-48,3,中央电视台综合频道
6300,陕西省,渭南市,澄城县,渭南广播电视发射台,DS-41,10,中央电视台军事农业频道
6301,陕西省,渭南市,富平县,富平电视发射台,DS-29,1,中央电视台综合频道
6302,陕西省,渭南市,韩城市,韩城调频电视发射台,DS-16,0.3,中央电视台综合频道
6303,陕西省,渭南市,韩城市,韩城调频电视发射台,DS-32,0.3,中央电视台军事农业频道
6304,陕西省,渭南市,临渭区,渭南电视发射台,DS-14,1,中央电视台综合频道
6305,陕西省,渭南市,临渭区,渭南电视发射台,DS-24,1,渭南电视台新闻综合频道
6306,陕西省,渭南市,潼关县,潼关调频广播发射台,DS-34,0.1,中央电视台综合频道
6307,陕西省,渭南市,潼关县,潼关调频广播发射台,DS-36,0.1,中央电视台军事农业频道
6308,陕西省,西安市,长安区,秦岭电视发射台,DS-4,12.5,陕西卫视
6309,陕西省,西安市,长安区,秦岭电视发射台,DS-43,10,中央电视台综合频道
6310,陕西省,西安市,长安区,秦岭电视发射台,DS-46,10,中央电视台军事农业频道
6311,陕西省,西安市,长安区,陕西电视调频发射台,DS-28,30,陕西卫视
6312,陕西省,西安市,蓝田县,蓝田电视发射台,DS-25,1,中央电视台综合频道
6313,陕西省,西安市,莲湖区,西安电视发射台,DS-10,3,西安广播电视台新闻综合频道
6314,陕西省,西安市,莲湖区,西安电视发射台,DS-35,30,西安广播电视台都市频道
6315,陕西省,西安市,市辖区,陕西广播电视发射塔,DS-19,10,中央电视台综合频道
6316,陕西省,西安市,市辖区,陕西广播电视发射塔,DS-8,12.5,陕西广播电视台生活频道
6317,陕西省,咸阳市,彬县,彬县卫星地面收转站,DS-17,0.3,中央电视台综合频道
6318,陕西省,咸阳市,彬县,彬县卫星地面收转站,DS-23,0.3,中央电视台军事农业频道
6319,陕西省,咸阳市,长武县,长武电视发射台,DS-25,1,中央电视台综合频道
6320,陕西省,咸阳市,长武县,长武电视发射台,DS-13,1,中央电视台军事农业频道
6321,陕西省,咸阳市,淳化县,淳化电视发射台,DS-48,1,中央电视台军事农业频道
6322,陕西省,咸阳市,淳化县,淳化电视发射台,DS-31,1,中央电视台综合频道
6323,陕西省,咸阳市,礼泉县,礼泉调频广播发射台,DS-39,1,中央电视台综合频道
6324,陕西省,咸阳市,秦都区,咸阳教育电视发射台,DS-12,0.05,咸阳教育电视台教育教学节目
6325,陕西省,咸阳市,秦都区,咸阳电视发射台,DS-40,3,咸阳电视台综合频道
6326,陕西省,咸阳市,旬邑县,旬邑调频电视发射台,DS-30,1,中央电视台综合频道
6327,陕西省,咸阳市,旬邑县,旬邑调频电视发射台,DS-37,1,中央电视台军事农业频道
6328,陕西省,咸阳市,永寿县,永寿电视发射台,DS-32,1,中央电视台综合频道
6329,陕西省,延安市,安塞县,安赛调频电视发射台,DS-15,0.3,中央电视台综合频道
6330,陕西省,延安市,安塞县,安赛调频电视发射台,DS-21,0.3,中央电视台军事农业频道
6331,陕西省,延安市,宝塔区,延安广播电视转播发射台,DS-2,1,中央电视台综合频道
6332,陕西省,延安市,宝塔区,延安广播电视转播发射台,DS-13,1,中央电视台军事农业频道
6333,陕西省,延安市,宝塔区,延安广播电视转播发射台,DS-25,1,延安电视台社会综合频道
6334,陕西省,延安市,富县,富县调频电视发射台,DS-14,0.3,中央电视台综合频道
6335,陕西省,延安市,富县,富县调频电视发射台,DS-24,0.3,中央电视台军事农业频道
6336,陕西省,延安市,甘泉县,甘泉调频电视发射台,DS-22,0.3,中央电视台综合频道
6337,陕西省,延安市,甘泉县,甘泉调频电视发射台,DS-28,0.3,中央电视台军事农业频道
6338,陕西省,延安市,黄陵县,黄陵调频电视发射台,DS-27,0.3,中央电视台综合频道
6339,陕西省,延安市,黄陵县,黄陵调频电视发射台,DS-32,0.3,中央电视台军事农业频道
6340,陕西省,延安市,黄龙县,黄龙电视转播台,DS-6,10,陕西卫视
6341,陕西省,延安市,黄龙县,黄龙电视转播台,DS-17,10,中央电视台综合频道
6342,陕西省,延安市,黄龙县,黄龙电视转播台,DS-39,10,中央电视台军事农业频道
6343,陕西省,延安市,洛川县,洛川电视发射台,DS-19,3,中央电视台综合频道
6344,陕西省,延安市,洛川县,洛川电视发射台,DS-13,3,中央电视台军事农业频道
6345,陕西省,延安市,吴起县,吴旗电视发射台,DS-14,0.3,中央电视台综合频道
6346,陕西省,延安市,吴起县,吴旗电视发射台,DS-20,0.3,中央电视台军事农业频道
6347,陕西省,延安市,延长县,延长调频电视发射台,DS-16,0.3,中央电视台综合频道
6348,陕西省,延安市,延长县,延长调频电视发射台,DS-22,0.3,中央电视台军事农业频道
6349,陕西省,延安市,延川县,延川电视转播台,DS-8,10,陕西卫视
6350,陕西省,延安市,延川县,杨山峁电视发射台,DS-19,10,中央电视台综合频道
6351,陕西省,延安市,延川县,杨山峁电视发射台,DS-40,10,中央电视台军事农业频道
6352,陕西省,延安市,延川县,延川调频电视发射台,DS-13,0.3,中央电视台综合频道
6353,陕西省,延安市,延川县,延川调频电视发射台,DS-25,0.3,中央电视台军事农业频道
6354,陕西省,延安市,宜川县,宜川调频电视发射台,DS-14,0.3,中央电视台综合频道
6355,陕西省,延安市,宜川县,宜川调频电视发射台,DS-20,0.3,中央电视台军事农业频道
6356,陕西省,延安市,志丹县,云盘梁电视发射台,DS-22,3,中央电视台综合频道
6357,陕西省,延安市,志丹县,云盘梁电视发射台,DS-28,3,中央电视台军事农业频道
6358,陕西省,延安市,子长县,子长人民广播电台,DS-17,0.3,中央电视台综合频道
6359,陕西省,延安市,子长县,子长人民广播电台,DS-23,0.3,中央电视台军事农业频道
6360,陕西省,榆林市,定边县,定边郝山电视发射台,DS-27,3,榆林广播电视台综合频道
6361,陕西省,榆林市,定边县,定边调频电视发射台,DS-15,3,中央电视台综合频道
6362,陕西省,榆林市,定边县,定边调频电视发射台,DS-21,3,中央电视台军事农业频道
6363,陕西省,榆林市,府谷县,府谷高家窨则电视发射台,DS-27,1,榆林广播电视台综合频道
6364,陕西省,榆林市,府谷县,府谷县电视转播,DS-1,1,中央电视台综合频道
6365,陕西省,榆林市,府谷县,府谷县电视转播,DS-15,3,中央电视台军事农业频道
6366,陕西省,榆林市,横山县,横山走马梁电视发射台,DS-39,10,榆林广播电视台综合频道
6367,陕西省,榆林市,横山县,横山电视转播台,DS-4,10,陕西卫视
6368,陕西省,榆林市,横山县,走马梁电视发射台,DS-13,10,中央电视台综合频道
6369,陕西省,榆林市,横山县,走马梁电视发射台,DS-33,10,中央电视台军事农业频道
6370,陕西省,榆林市,清涧县,清涧调频电视发射台,DS-27,1,榆林广播电视台综合频道
6371,陕西省,榆林市,清涧县,清涧调频电视发射台,DS-15,0.3,中央电视台综合频道
6372,陕西省,榆林市,清涧县,清涧调频电视发射台,DS-43,0.3,中央电视台军事农业频道
6373,陕西省,榆林市,神木县,神木东山转播台,DS-39,1,榆林广播电视台综合频道
6374,陕西省,榆林市,神木县,东山转播台,DS-6,1,中央电视台综合频道
6375,陕西省,榆林市,神木县,东山转播台,DS-8,1,中央电视台军事农业频道
6376,陕西省,榆林市,绥德县,绥德主天山电视发射台,DS-42,10,榆林广播电视台综合频道
6377,陕西省,榆林市,绥德县,绥德电视转播台,DS-10,10,陕西卫视
6378,陕西省,榆林市,绥德县,主天山电视发射台,DS-22,10,中央电视台综合频道
6379,陕西省,榆林市,绥德县,主天山电视发射台,DS-46,10,中央电视台军事农业频道
6380,陕西省,榆林市,榆阳区,榆林调频电视发射台,DS-29,3,中央电视台综合频道
6381,陕西省,榆林市,榆阳区,榆林调频电视发射台,DS-35,3,中央电视台军事农业频道
6382,陕西省,榆林市,榆阳区,榆林地区电视发射台,DS-12,1,榆林广播电视台综合频道
6383,甘肃省,白银市,白银区,白银市电视转播台,DS-25,3,中央电视台综合频道
6384,甘肃省,白银市,白银区,白银市电视转播台,DS-12,1,中央电视台财经频道
6385,甘肃省,白银市,白银区,白银市电视转播台,DS-40,3,中央电视台军事农业频道
6386,甘肃省,白银市,白银区,白银市电视转播台,DS-6,1,甘肃卫视
6387,甘肃省,白银市,白银区,白银电视发射台,DS-17,1,白银电视台综合频道
6388,甘肃省,白银市,会宁县,会宁县电视转播台,DS-4,0.3,甘肃卫视
6389,甘肃省,白银市,会宁县,会宁电视转播台,DS-17,1,中央电视台综合频道
6390,甘肃省,白银市,会宁县,会宁电视转播台,DS-23,1,中央电视台军事农业频道
6391,甘肃省,白银市,会宁县,韩家山电视转播台,DS-39,1,中央电视台综合频道
6392,甘肃省,白银市,会宁县,韩家山电视转播台,DS-19,1,中央电视台军事农业频道
6393,甘肃省,白银市,景泰县,电视转播台,DS-3,0.3,甘肃卫视
6394,甘肃省,白银市,景泰县,景泰电视转播台,DS-16,0.3,中央电视台综合频道
6395,甘肃省,白银市,景泰县,景泰电视转播台,DS-22,0.3,中央电视台军事农业频道
6396,甘肃省,白银市,靖远县,靖远县电视转播台,DS-13,1,中央电视台综合频道
6397,甘肃省,白银市,靖远县,靖远县电视转播台,DS-25,1,中央电视台军事农业频道
6398,甘肃省,白银市,平川区,平川电视转播台,DS-34,0.3,中央电视台综合频道
6399,甘肃省,白银市,平川区,平川电视转播台,DS-36,0.3,中央电视台军事农业频道
6400,甘肃省,定西市,安定区,岳家山转播台,DS-10,3,甘肃卫视
6401,甘肃省,定西市,安定区,安定区高峰山转播台,DS-17,0.3,中央电视台综合频道
6402,甘肃省,定西市,安定区,安定区高峰山转播台,DS-23,0.3,中央电视台军事农业频道
6403,甘肃省,定西市,安定区,定西电视发射台,DS-5,1,定西电视台综合频道
6404,甘肃省,定西市,安定区,定西电视发射台,DS-13,3,中央电视台综合频道
6405,甘肃省,定西市,安定区,定西电视发射台,DS-31,3,中央电视台军事农业频道
6406,甘肃省,定西市,临洮县,临洮广播电视转播台,DS-11,0.3,甘肃卫视
6407,甘肃省,定西市,临洮县,临洮广播电视转播台,DS-13,1,中央电视台综合频道
6408,甘肃省,定西市,临洮县,临洮广播电视转播台,DS-19,1,中央电视台军事农业频道
6409,甘肃省,定西市,陇西县,陇西电视转播台,DS-28,1,甘肃卫视
6410,甘肃省,定西市,陇西县,陇西电视转播台,DS-22,3,中央电视台军事农业频道
6411,甘肃省,定西市,陇西县,陇西电视转播台,DS-16,3,中央电视台综合频道
6412,甘肃省,定西市,岷县,甘肃广播电影电视局东山电视调频转播台,DS-11,1,甘肃卫视
6413,甘肃省,定西市,岷县,东山转播台,DS-13,1,中央电视台综合频道
6414,甘肃省,定西市,岷县,东山转播台,DS-19,1,中央电视台军事农业频道
6415,甘肃省,定西市,岷县,岷县卫星地面收转站,DS-4,0.3,中央电视台综合频道
6416,甘肃省,定西市,岷县,岷县卫星地面收转站,DS-25,1,中央电视台军事农业频道
6417,甘肃省,定西市,通渭县,大营咀电视转播台,DS-26,1,甘肃卫视
6418,甘肃省,定西市,通渭县,大营咀电视转播台,DS-14,1,中央电视台综合频道
6419,甘肃省,定西市,通渭县,大营咀电视转播台,DS-29,1,中央电视台军事农业频道
6420,甘肃省,定西市,渭源县,渭源电视转播台,DS-1,0.1,甘肃卫视
6421,甘肃省,定西市,渭源县,渭源电视转播台,DS-48,1,中央电视台综合频道
6422,甘肃省,定西市,渭源县,渭源电视转播台,DS-30,1,中央电视台军事农业频道
6423,甘肃省,定西市,漳县,漳县电视转播台,DS-6,0.3,甘肃卫视
6424,甘肃省,定西市,漳县,漳县电视转播台,DS-25,0.3,中央电视台综合频道
6425,甘肃省,定西市,漳县,漳县电视转播台,DS-35,0.3,中央电视台军事农业频道
6426,甘肃省,甘南藏族自治州,迭部县,迭部电视转播台,DS-12,0.3,甘肃卫视
6427,甘肃省,甘南藏族自治州,迭部县,迭部电视转播台,DS-9,0.3,中央电视台综合频道
6428,甘肃省,甘南藏族自治州,迭部县,迭部电视转播台,DS-13,0.3,中央电视台军事农业频道
6429,甘肃省,甘南藏族自治州,合作市,甘南电视调频转播台,DS-10,1,中央电视台军事农业频道
6430,甘肃省,甘南藏族自治州,合作市,甘南电视调频转播台,DS-1,1,中央电视台综合频道
6431,甘肃省,甘南藏族自治州,合作市,甘南电视调频转播台,DS-6,1,甘肃卫视
6432,甘肃省,甘南藏族自治州,临潭县,临潭电视转播台,DS-12,0.3,甘肃卫视
6433,甘肃省,甘南藏族自治州,临潭县,临潭电视转播台,DS-15,1,中央电视台军事农业频道
6434,甘肃省,甘南藏族自治州,临潭县,临潭电视转播台,DS-6,0.3,中央电视台综合频道
6435,甘肃省,甘南藏族自治州,碌曲县,碌曲电视转播台,DS-6,0.3,中央电视台综合频道
6436,甘肃省,甘南藏族自治州,碌曲县,碌曲电视转播台,DS-8,0.3,中央电视台军事农业频道
6437,甘肃省,甘南藏族自治州,玛曲县,玛曲电视转播台,DS-10,0.3,甘肃卫视
6438,甘肃省,甘南藏族自治州,玛曲县,玛曲电视转播台,DS-19,1,中央电视台军事农业频道
6439,甘肃省,甘南藏族自治州,玛曲县,玛曲电视转播台,DS-12,0.3,中央电视台综合频道
6440,甘肃省,甘南藏族自治州,夏河县,夏河电视转播台,DS-10,0.3,甘肃卫视
6441,甘肃省,甘南藏族自治州,夏河县,夏河电视转播台,DS-3,0.3,中央电视台综合频道
6442,甘肃省,甘南藏族自治州,夏河县,夏河电视转播台,DS-12,0.3,中央电视台军事农业频道
6443,甘肃省,甘南藏族自治州,舟曲县,舟曲电视转播台,DS-13,1,舟曲县广播电视台电视节目
6444,甘肃省,甘南藏族自治州,舟曲县,舟曲电视转播台,DS-11,0.3,甘肃卫视
6445,甘肃省,甘南藏族自治州,舟曲县,舟曲电视转播台,DS-6,0.3,中央电视台综合频道
6446,甘肃省,甘南藏族自治州,舟曲县,舟曲电视转播台,DS-8,0.3,中央电视台军事农业频道
6447,甘肃省,甘南藏族自治州,卓尼县,卓尼电视转播台,DS-4,0.3,甘肃卫视
6448,甘肃省,甘南藏族自治州,卓尼县,卓尼电视转播台,DS-9,0.3,中央电视台综合频道
6449,甘肃省,甘南藏族自治州,卓尼县,卓尼电视转播台,DS-17,1,中央电视台军事农业频道
6450,甘肃省,嘉峪关市,嘉峪关市,嘉峪关市调频广播电视发射台,DS-15,3,中央电视台综合频道
6451,甘肃省,嘉峪关市,嘉峪关市,嘉峪关市调频广播电视发射台,DS-27,3,中央电视台军事农业频道
6452,甘肃省,嘉峪关市,嘉峪关市,嘉峪关市电视台,DS-2,1,嘉峪关市广播电视台综合频道
6453,甘肃省,金昌市,金川区,金昌电视转播台,DS-22,1,中央电视台综合频道
6454,甘肃省,金昌市,金川区,金昌电视转播台,DS-16,1,中央电视台军事农业频道
6455,甘肃省,金昌市,金川区,金昌电视发射台,DS-8,1,甘肃卫视
6456,甘肃省,金昌市,金川区,金昌电视发射台,DS-3,1,金昌市广播电视台综合频道
6457,甘肃省,金昌市,永昌县,永昌电视转播台,DS-42,0.3,中央电视台综合频道
6458,甘肃省,金昌市,永昌县,永昌电视转播台,DS-48,0.3,中央电视台军事农业频道
6459,甘肃省,酒泉市,阿克塞哈萨克族自治县,阿克塞县电视发射台,DS-8,0.3,中央电视台综合频道
6460,甘肃省,酒泉市,阿克塞哈萨克族自治县,阿克塞县电视发射台,DS-11,0.3,中央电视台军事农业频道
6461,甘肃省,酒泉市,敦煌市,敦煌电视转播台,DS-37,1,甘肃卫视
6462,甘肃省,酒泉市,敦煌市,敦煌电视发射台,DS-10,1,敦煌市广播电视台电视节目
6463,甘肃省,酒泉市,敦煌市,电视转播台,DS-13,1,中央电视台财经频道
6464,甘肃省,酒泉市,敦煌市,敦煌电视转播台,DS-12,1,中央电视台综合频道
6465,甘肃省,酒泉市,敦煌市,敦煌电视转播台,DS-25,3,中央电视台军事农业频道
6466,甘肃省,酒泉市,瓜州县,瓜州县电视转播台,DS-4,1,甘肃卫视
6467,甘肃省,酒泉市,瓜州县,瓜州电视转播台,DS-8,0.3,中央电视台综合频道
6468,甘肃省,酒泉市,瓜州县,瓜州电视转播台,DS-16,1,中央电视台军事农业频道
6469,甘肃省,酒泉市,金塔县,金塔电视转播台,DS-4,1,甘肃卫视
6470,甘肃省,酒泉市,金塔县,金塔电视转播台,DS-43,1,中央电视台综合频道
6471,甘肃省,酒泉市,金塔县,金塔电视转播台,DS-23,1,中央电视台军事农业频道
6472,甘肃省,酒泉市,市辖区,甘肃矿区转播台,DS-21,1,中央电视台综合频道
6473,甘肃省,酒泉市,市辖区,甘肃矿区转播台,DS-19,1,中央电视台军事农业频道
6474,甘肃省,酒泉市,肃北蒙古族自治县,电视转播台,DS-6,0.3,中央电视台财经频道
6475,甘肃省,酒泉市,肃北蒙古族自治县,肃北电视转播台,DS-2,0.3,中央电视台综合频道
6476,甘肃省,酒泉市,肃北蒙古族自治县,肃北电视转播台,DS-14,0.3,中央电视台军事农业频道
6477,甘肃省,酒泉市,肃北蒙古族自治县,马鬃山电视转播台,DS-13,0.3,中央电视台综合频道
6478,甘肃省,酒泉市,肃北蒙古族自治县,马鬃山电视转播台,DS-19,0.3,中央电视台军事农业频道
6479,甘肃省,酒泉市,肃州区,酒泉电视转播台,DS-12,1,中央电视台综合频道
6480,甘肃省,酒泉市,肃州区,酒泉电视转播台,DS-25,3,中央电视台军事农业频道
6481,甘肃省,酒泉市,肃州区,酒泉电视台,DS-8,1,甘肃卫视
6482,甘肃省,酒泉市,肃州区,酒泉电视发射台,DS-10,1,酒泉广播电视台综合频道
6483,甘肃省,酒泉市,玉门市,电视转播台,DS-12,0.1,中央电视台财经频道
6484,甘肃省,酒泉市,玉门市,玉门镇电视转播台,DS-24,1,中央电视台综合频道
6485,甘肃省,酒泉市,玉门市,玉门镇电视转播台,DS-36,1,中央电视台军事农业频道
6486,甘肃省,兰州市,安宁区,兰州安宁区电视转播台,DS-24,0.1,兰州电视台新闻综合频道
6487,甘肃省,兰州市,皋兰县,皋兰县广播电视发射台,DS-23,1,中央电视台综合频道
6488,甘肃省,兰州市,皋兰县,皋兰县广播电视发射台,DS-48,1,中央电视台军事农业频道
6489,甘肃省,兰州市,红古区,海石湾电视转播台,DS-39,0.3,中央电视台综合频道
6490,甘肃省,兰州市,红古区,海石湾电视转播台,DS-45,0.3,中央电视台军事农业频道
6491,甘肃省,兰州市,红古区,海石湾电视转播台,DS-17,0.3,甘肃卫视
6492,甘肃省,兰州市,七里河区,六八七电视转播台,DS-4,10,中央电视台综合频道
6493,甘肃省,兰州市,七里河区,甘肃省广播电影电局七一一台,DS-28,10,中央电视台军事农业频道
6494,甘肃省,兰州市,七里河区,六八七电视转播台,DS-15,10,甘肃电视台经济频道
6495,甘肃省,兰州市,七里河区,甘肃省广播电影电视局六八七台,DS-2,1,甘肃电视台少儿频道
6496,甘肃省,兰州市,七里河区,甘肃省广播电影电局七一一台,DS-8,10,甘肃电视台少儿频道
6497,甘肃省,兰州市,七里河区,兰州电视发射台,DS-18,10,兰州电视台生活经济频道
6498,甘肃省,兰州市,七里河区,兰州电视发射台,DS-12,10,兰州电视台新闻综合频道
6499,甘肃省,兰州市,永登县,永登县电视转播台,DS-29,1,甘肃卫视
6500,甘肃省,兰州市,永登县,永登电视转播台,DS-12,0.3,中央电视台综合频道
6501,甘肃省,兰州市,永登县,永登电视转播台,DS-17,1,中央电视台军事农业频道
6502,甘肃省,兰州市,榆中县,榆中电视转播台,DS-38,1,中央电视台综合频道
6503,甘肃省,兰州市,榆中县,榆中电视转播台,DS-42,1,中央电视台军事农业频道
6504,甘肃省,临夏回族自治州,东乡族自治县,东乡县电视转播台,DS-47,0.3,甘肃卫视
6505,甘肃省,临夏回族自治州,东乡族自治县,东乡县电视转播台,DS-35,0.3,中央电视台综合频道
6506,甘肃省,临夏回族自治州,东乡族自治县,东乡县电视转播台,DS-6,0.3,中央电视台军事农业频道
6507,甘肃省,临夏回族自治州,广河县,广河县电视转播台,DS-29,1,甘肃卫视
6508,甘肃省,临夏回族自治州,广河县,广河县电视转播台,DS-17,1,中央电视台综合频道
6509,甘肃省,临夏回族自治州,广河县,广河县电视转播台,DS-23,1,中央电视台军事农业频道
6510,甘肃省,临夏回族自治州,和政县,和政县山坪电视转播台,DS-30,0.3,甘肃卫视
6511,甘肃省,临夏回族自治州,和政县,和政县电视转播台,DS-24,1,中央电视台军事农业频道
6512,甘肃省,临夏回族自治州,和政县,和政县电视转播台,DS-18,1,中央电视台综合频道
6513,甘肃省,临夏回族自治州,积石山保安族东乡族撒拉族自治县,积石山县电视发射台,DS-30,0.3,甘肃卫视
6514,甘肃省,临夏回族自治州,积石山保安族东乡族撒拉族自治县,积石山县电视发射台,DS-8,0.3,中央电视台综合频道
6515,甘肃省,临夏回族自治州,积石山保安族东乡族撒拉族自治县,积石山县电视发射台,DS-18,1,中央电视台军事农业频道
6516,甘肃省,临夏回族自治州,康乐县,康乐县电视发射台,DS-3,0.3,甘肃卫视
6517,甘肃省,临夏回族自治州,康乐县,康乐县电视发射台,DS-38,1,中央电视台综合频道
6518,甘肃省,临夏回族自治州,康乐县,康乐县电视发射台,DS-43,1,中央电视台军事农业频道
6519,甘肃省,临夏回族自治州,临夏市,临夏市电视转播台,DS-14,3,中央电视台综合频道
6520,甘肃省,临夏回族自治州,临夏市,临夏市电视转播台,DS-20,3,中央电视台军事农业频道
6521,甘肃省,临夏回族自治州,临夏市,临夏电视转播台,DS-10,1,甘肃卫视
6522,甘肃省,临夏回族自治州,临夏市,临夏电视发射台,DS-2,0.3,临夏回族自治州电视台综合频道
6523,甘肃省,临夏回族自治州,临夏市,临夏电视转播台,DS-26,3,临夏回族自治州电视台综合频道
6524,甘肃省,临夏回族自治州,临夏县,临夏县转播台,DS-16,1,中央电视台综合频道
6525,甘肃省,临夏回族自治州,临夏县,临夏县转播台,DS-22,1,中央电视台军事农业频道
6526,甘肃省,临夏回族自治州,永靖县,永靖县转播台,DS-25,1,甘肃卫视
6527,甘肃省,临夏回族自治州,永靖县,永靖县转播台,DS-17,1,中央电视台综合频道
6528,甘肃省,临夏回族自治州,永靖县,永靖县转播台,DS-23,1,中央电视台军事农业频道
6529,甘肃省,陇南市,成县,成县电视发射台,DS-6,1,甘肃卫视
6530,甘肃省,陇南市,成县,成县电视转播台,DS-13,1,中央电视台综合频道
6531,甘肃省,陇南市,成县,成县电视转播台,DS-15,1,中央电视台军事农业频道
6532,甘肃省,陇南市,宕昌县,宕昌县高庙山电视转播台,DS-6,0.3,甘肃卫视
6533,甘肃省,陇南市,宕昌县,宕昌县电视转播台,DS-17,1,中央电视台综合频道
6534,甘肃省,陇南市,宕昌县,宕昌县电视转播台,DS-20,1,中央电视台军事农业频道
6535,甘肃省,陇南市,徽县,吴山转播台,DS-21,1,甘肃卫视
6536,甘肃省,陇南市,徽县,吴山转播台,DS-23,1,中央电视台综合频道
6537,甘肃省,陇南市,徽县,吴山转播台,DS-30,1,中央电视台军事农业频道
6538,甘肃省,陇南市,康县,康县电视差转台,DS-12,0.3,甘肃卫视
6539,甘肃省,陇南市,康县,康县电视差转台,DS-17,1,中央电视台综合频道
6540,甘肃省,陇南市,康县,康县电视差转台,DS-48,1,中央电视台军事农业频道
6541,甘肃省,陇南市,礼县,礼县电视发射台,DS-21,1,甘肃卫视
6542,甘肃省,陇南市,礼县,礼县电视发射台,DS-36,0.3,中央电视台综合频道
6543,甘肃省,陇南市,礼县,礼县电视发射台,DS-42,0.3,中央电视台军事农业频道
6544,甘肃省,陇南市,两当县,两当电视转播台,DS-25,0.3,中央电视台综合频道
6545,甘肃省,陇南市,两当县,两当电视转播台,DS-19,0.3,中央电视台军事农业频道
6546,甘肃省,陇南市,文县,文县电视转播台,DS-20,0.3,甘肃卫视
6547,甘肃省,陇南市,文县,文县电视转播台,DS-3,0.1,中央电视台综合频道
6548,甘肃省,陇南市,文县,文县电视转播台,DS-14,1,中央电视台军事农业频道
6549,甘肃省,陇南市,武都区,武都区电视发射台,DS-6,0.3,甘肃卫视
6550,甘肃省,陇南市,武都区,陇南电视发射台,DS-8,1,陇南电视台综合频道
6551,甘肃省,陇南市,武都区,陇南五凤山广播电视转播台,DS-3,0.5,陇南电视台综合频道
