序号,发射地省份,地市,区县,发射台名,频道,发射功率(千瓦）,节目
1406,吉林省,白山市,抚松县,露水河调频电视发射台,DS-18,0.3,中央电视台综合频道
1407,吉林省,白山市,抚松县,露水河调频电视发射台,DS-24,0.3,中央电视台军事农业频道
1408,吉林省,白山市,江源区,三岔子电视转播台,DS-18,0.1,中央电视台财经频道
1409,吉林省,白山市,江源区,三岔子电视发射台,DS-12,0.3,吉林卫视
1410,吉林省,白山市,江源区,江源电视发射台,DS-20,3,中央电视台军事农业频道
1411,吉林省,白山市,江源区,江源电视发射台,DS-14,3,中央电视台综合频道
1412,吉林省,白山市,靖宇县,靖宇电视发射台,DS-6,1,吉林卫视
1413,吉林省,白山市,靖宇县,靖宇电视发射台,DS-16,0.3,白山电视台新闻综合频道
1414,吉林省,白山市,靖宇县,靖宇电视转播台,DS-22,0.1,中央电视台财经频道
1415,吉林省,白山市,靖宇县,靖宇调频电视发射台,DS-28,1,中央电视台军事农业频道
1416,吉林省,白山市,靖宇县,靖宇调频电视发射台,DS-8,1,中央电视台综合频道
1417,吉林省,白山市,临江市,临江电视转播台,DS-8,1,吉林卫视
1418,吉林省,白山市,临江市,五台山电视发射台,DS-21,1,中央电视台军事农业频道
1419,吉林省,白山市,临江市,临江电视转播台,DS-10,0.3,中央电视台综合频道
1420,吉林省,长春市,朝阳区,吉林省电视发射台,DS-2,10,中央电视台综合频道
1421,吉林省,长春市,朝阳区,吉林省电视发射台,DS-13,10,中央电视台财经频道
1422,吉林省,长春市,朝阳区,吉林省电视发射台,DS-19,1,吉林电视台都市频道
1423,吉林省,长春市,朝阳区,吉林省电视发射台,DS-7,10,吉林卫视
1424,吉林省,长春市,朝阳区,长春电视发射台,DS-9,1,长春电视台综合频道
1425,吉林省,长春市,朝阳区,长春电视发射台,DS-25,5,长春电视台娱乐频道
1426,吉林省,长春市,朝阳区,吉林教育电视发射台,DS-39,10,吉林教育电视台教育教学节目
1427,吉林省,长春市,德惠市,德惠电视发射台,DS-41,0.3,吉林电视台乡村频道
1428,吉林省,长春市,德惠市,德惠电视发射台,DS-8,1,德惠市广播电视台电视节目
1429,吉林省,长春市,德惠市,德惠电视转播台,DS-27,1,中央电视台财经频道
1430,吉林省,长春市,德惠市,德惠调频电视发射台,DS-15,1,中央电视台综合频道
1431,吉林省,长春市,德惠市,德惠调频电视发射台,DS-21,1,中央电视台军事农业频道
1432,吉林省,长春市,德惠市,岔路口调频电视发射台,DS-44,0.3,中央电视台综合频道
1433,吉林省,长春市,德惠市,岔路口调频电视发射台,DS-46,0.3,中央电视台军事农业频道
1434,吉林省,长春市,九台市,九台电视发射台,DS-4,1,吉林卫视
1435,吉林省,长春市,九台市,九台电视发射台,DS-43,1,中央电视台军事农业频道
1436,吉林省,长春市,九台市,九台电视发射台,DS-37,1,中央电视台综合频道
1437,吉林省,长春市,农安县,农安电视发射台,DS-29,1,农安县广播电视台电视节目
1438,吉林省,长春市,农安县,农安电视发射台,DS-17,0.1,长春电视台综合频道
1439,吉林省,长春市,农安县,农安电视发射台,DS-10,1,吉林卫视
1440,吉林省,长春市,农安县,农安电视发射台,DS-47,1,中央电视台军事农业频道
1441,吉林省,长春市,农安县,农安电视发射台,DS-23,1,中央电视台综合频道
1442,吉林省,长春市,双阳区,双阳电视转播台,DS-31,1,中央电视台综合频道
1443,吉林省,长春市,双阳区,双阳电视发射台,DS-23,1,中央电视台财经频道
1444,吉林省,长春市,双阳区,双阳电视转播台,DS-29,1,中央电视台军事农业频道
1445,吉林省,长春市,榆树市,榆树电视发射台,DS-42,1,吉林电视台乡村频道
1446,吉林省,长春市,榆树市,榆树电视发射台,DS-2,1,吉林卫视
1447,吉林省,长春市,榆树市,榆树电视发射台,DS-18,3,榆树市广播电视台电视节目
1448,吉林省,长春市,榆树市,榆树电视发射台,DS-35,1,中央电视台军事农业频道
1449,吉林省,长春市,榆树市,榆树电视发射台,DS-24,1,中央电视台综合频道
1450,吉林省,吉林市,昌邑区,吉林教育电视发射台,DS-34,1,吉林市电视台科教频道
1451,吉林省,吉林市,丰满区,吉林电视发射台,DS-3,1,吉林卫视
1452,吉林省,吉林市,丰满区,吉林电视发射台,DS-1,1,中央电视台综合频道
1453,吉林省,吉林市,丰满区,吉林电视发射台,DS-22,10,中央电视台军事农业频道
1454,吉林省,吉林市,丰满区,吉林电视发射台,DS-8,10,吉林市电视台新闻综合频道
1455,吉林省,吉林市,桦甸市,桦甸市广播电视发射台,DS-29,1,吉林电视台乡村频道
1456,吉林省,吉林市,桦甸市,桦甸市广播电视发射台,DS-3,0.3,桦甸市广播电视台电视节目
1457,吉林省,吉林市,桦甸市,桦甸市广播电视发射台,DS-17,1,中央电视台军事农业频道
1458,吉林省,吉林市,桦甸市,桦甸市广播电视发射台,DS-9,1,中央电视台综合频道
1459,吉林省,吉林市,蛟河市,蛟河电视发射台,DS-29,1,吉林电视台乡村频道
1460,吉林省,吉林市,蛟河市,蛟河电视发射台,DS-1,1,蛟河市广播电视台电视节目
1461,吉林省,吉林市,蛟河市,蛟河电视发射台,DS-6,1,吉林卫视
1462,吉林省,吉林市,蛟河市,蛟河电视发射台,DS-23,1,中央电视台军事农业频道
1463,吉林省,吉林市,蛟河市,蛟河电视发射台,DS-17,1,中央电视台综合频道
1464,吉林省,吉林市,蛟河市,黄松甸调频广播发射台,DS-15,0.3,中央电视台综合频道
1465,吉林省,吉林市,蛟河市,黄松甸调频广播发射台,DS-21,0.3,中央电视台军事农业频道
1466,吉林省,吉林市,磐石市,磐石电视发射台,DS-37,1,吉林电视台乡村频道
1467,吉林省,吉林市,磐石市,磐石电视发射台,DS-8,1,吉林卫视
1468,吉林省,吉林市,磐石市,磐石电视发射台,DS-1,1,磐石市广播电视台电视节目
1469,吉林省,吉林市,磐石市,磐石电视发射台,DS-14,1,中央电视台综合频道
1470,吉林省,吉林市,磐石市,磐石电视发射台,DS-19,1,中央电视台军事农业频道
1471,吉林省,吉林市,舒兰市,舒兰电视发射台,DS-27,1,吉林电视台乡村频道
1472,吉林省,吉林市,舒兰市,舒兰电视转播台,DS-4,1,吉林卫视
1473,吉林省,吉林市,舒兰市,舒兰电视发射台,DS-10,0.3,舒兰市广播电视台电视节目
1474,吉林省,吉林市,舒兰市,舒兰电视发射台,DS-15,1,中央电视台军事农业频道
1475,吉林省,吉林市,舒兰市,舒兰电视发射台,DS-6,1,中央电视台综合频道
1476,吉林省,吉林市,永吉县,331电视转播台,DS-12,10,吉林卫视
1477,吉林省,吉林市,永吉县,永吉电视发射台,DS-10,0.3,永吉县广播电视台电视节目
1478,吉林省,吉林市,永吉县,331电视转播台,DS-26,3,中央电视台军事农业频道
1479,吉林省,吉林市,永吉县,331电视转播台,DS-20,3,中央电视台综合频道
1480,吉林省,吉林市,永吉县,永吉电视发射台,DS-36,0.3,中央电视台综合频道
1481,吉林省,吉林市,永吉县,永吉电视发射台,DS-42,0.3,吉林电视台乡村频道
1482,吉林省,辽源市,东丰县,东丰电视发射台,DS-46,1,吉林电视台乡村频道
1483,吉林省,辽源市,东丰县,东丰电视发射台,DS-9,0.3,东丰县广播电视台电视节目
1484,吉林省,辽源市,东丰县,东丰电视发射台,DS-40,1,中央电视台军事农业频道
1485,吉林省,辽源市,东丰县,东丰电视发射台,DS-34,1,中央电视台综合频道
1486,吉林省,辽源市,东辽县,东辽电视转播台,DS-3,1,中央电视台军事农业频道
1487,吉林省,辽源市,市辖区,辽源电视发射台,DS-15,10,中央电视台综合频道
1488,吉林省,辽源市,市辖区,辽源电视发射台,DS-12,1,中央电视台财经频道
1489,吉林省,辽源市,市辖区,辽源电视发射台,DS-21,3,中央电视台军事农业频道
1490,吉林省,辽源市,市辖区,辽源电视发射台,DS-6,10,吉林卫视
1491,吉林省,辽源市,市辖区,辽源电视发射台,DS-27,1,吉林电视台乡村频道
1492,吉林省,辽源市,市辖区,辽源电视发射台,DS-8,1,辽源电视台新闻综合频道
1493,吉林省,辽源市,市辖区,辽源教育电视发射台,DS-10,0.05,辽源教育电视台教育教学节目
1494,吉林省,四平市,公主岭市,公主岭电视发射台,DS-36,1,吉林电视台乡村频道
1495,吉林省,四平市,公主岭市,公主岭电视发射台,DS-30,1,公主岭市广播电视台电视节目
1496,吉林省,四平市,公主岭市,公主岭电视发射台,DS-11,0.3,吉林卫视
1497,吉林省,四平市,公主岭市,公主岭电视发射台,DS-18,1,中央电视台综合频道
1498,吉林省,四平市,公主岭市,公主岭电视发射台,DS-24,1,中央电视台军事农业频道
1499,吉林省,四平市,梨树县,孤家子电视转播台,DS-28,1,梨树县广播电视台电视节目
1500,吉林省,四平市,梨树县,梨树电视发射台,DS-3,1,吉林卫视
1501,吉林省,四平市,梨树县,梨树电视发射台,DS-34,1,梨树县广播电视台电视节目
1502,吉林省,四平市,梨树县,孤家子电视转播台,DS-1,1,吉林卫视
1503,吉林省,四平市,梨树县,孤家子电视发射台,DS-16,0.1,中央电视台综合频道
1504,吉林省,四平市,梨树县,孤家子电视发射台,DS-22,0.1,中央电视台军事农业频道
1505,吉林省,四平市,梨树县,梨树电视发射台,DS-40,1,中央电视台综合频道
1506,吉林省,四平市,梨树县,梨树电视发射台,DS-46,1,中央电视台军事农业频道
1507,吉林省,四平市,梨树县,孤家子电视发射台,DS-35,1,吉林电视台乡村频道
1508,吉林省,四平市,双辽市,双辽电视转播台,DS-6,0.3,吉林电视台乡村频道
1509,吉林省,四平市,双辽市,双辽电视转播台,DS-8,1,吉林卫视
1510,吉林省,四平市,双辽市,双辽电视转播台,DS-33,1,双辽市广播电视台电视节目
1511,吉林省,四平市,双辽市,双辽电视转播台,DS-39,1,中央电视台军事农业频道
1512,吉林省,四平市,双辽市,双辽电视转播台,DS-43,1,中央电视台综合频道
1513,吉林省,四平市,铁西区,四平市广播电视技术中心台,DS-12,1,四平电视台新闻综合频道
1514,吉林省,四平市,铁西区,四平市广播电视技术中心台,DS-10,1,中央电视台综合频道
1515,吉林省,四平市,铁西区,四平市广播电视技术中心台,DS-44,3,中央电视台军事农业频道
1516,吉林省,四平市,铁西区,四平市广播电视技术中心台,DS-38,3,吉林卫视
1517,吉林省,四平市,铁西区,四平市广播电视技术中心台,DS-26,3,中央电视台财经频道
1518,吉林省,四平市,伊通满族自治县,伊通电视发射台,DS-47,1,吉林电视台乡村频道
1519,吉林省,四平市,伊通满族自治县,伊通电视发射台,DS-35,1,伊通满族自治县广播电视台电视节目
1520,吉林省,四平市,伊通满族自治县,伊通调频电视发射台,DS-41,1,中央电视台军事农业频道
1521,吉林省,四平市,伊通满族自治县,伊通调频电视发射台,DS-4,1,中央电视台综合频道
1522,吉林省,松原市,长岭县,长岭电视调频转播台,DS-9,0.3,吉林电视台乡村频道
1523,吉林省,松原市,长岭县,太平川电视发射台,DS-48,0.1,吉林电视台乡村频道
1524,吉林省,松原市,长岭县,长岭电视调频转播台,DS-4,1,吉林卫视
1525,吉林省,松原市,长岭县,长岭电视调频转播台,DS-16,1,长岭县广播电视台电视节目
1526,吉林省,松原市,长岭县,长岭电视调频转播台,DS-22,1,吉林电视台都市频道
1527,吉林省,松原市,长岭县,太平山电视发射台,DS-11,0.3,吉林卫视
1528,吉林省,松原市,长岭县,长岭电视调频转播台,DS-31,1,中央电视台综合频道
1529,吉林省,松原市,长岭县,长岭电视调频转播台,DS-28,1,中央电视台军事农业频道
1530,吉林省,松原市,长岭县,太平山电视发射台,DS-37,0.3,中央电视台军事农业频道
1531,吉林省,松原市,扶余县,三岔河电视发射台,DS-11,1,吉林卫视
1532,吉林省,松原市,扶余县,三井子电视发射台,DS-4,1,吉林卫视
1533,吉林省,松原市,扶余县,三岔河电视发射台,DS-34,1,中央电视台综合频道
1534,吉林省,松原市,扶余县,三岔河电视发射台,DS-40,1,中央电视台军事农业频道
1535,吉林省,松原市,扶余县,三井子调频电视发射台,DS-22,1,中央电视台综合频道
1536,吉林省,松原市,扶余县,三井子调频电视发射台,DS-28,1,中央电视台军事农业频道
1537,吉林省,松原市,扶余县,三岔河电视发射台,DS-36,1,吉林电视台乡村频道
1538,吉林省,松原市,扶余县,三岔河电视发射台,DS-38,1,吉林省电视台并扶余市广播电视台省公共频道并插播扶余市自办节目
1539,吉林省,松原市,宁江区,松原市电视发射台,DS-30,1,松原电视台公共频道
1540,吉林省,松原市,宁江区,松原市电视发射台,DS-47,1,中央电视台军事农业频道
1541,吉林省,松原市,宁江区,松原电视发射台,DS-2,1,吉林卫视
1542,吉林省,松原市,宁江区,松原电视发射台,DS-42,1,吉林电视台乡村频道
1543,吉林省,松原市,宁江区,松原电视发射台,DS-12,1,松原电视台新闻综合频道
1544,吉林省,松原市,前郭尔罗斯蒙古族自治县,前郭电视发射台,DS-24,0.1,吉林电视台都市频道
1545,吉林省,松原市,前郭尔罗斯蒙古族自治县,前郭电视发射台,DS-18,1,前郭尔罗斯蒙古族自治县广播电视台电视节目
1546,吉林省,松原市,前郭尔罗斯蒙古族自治县,乌兰塔拉电视发射台,DS-1,0.3,吉林卫视
1547,吉林省,松原市,前郭尔罗斯蒙古族自治县,前郭电视发射台,DS-9,1,中央电视台综合频道
1548,吉林省,松原市,前郭尔罗斯蒙古族自治县,乌兰塔拉电视发射台,DS-33,0.3,中央电视台军事农业频道
1549,吉林省,松原市,前郭尔罗斯蒙古族自治县,乌兰塔拉电视发射台,DS-14,0.3,中央电视台综合频道
1550,吉林省,松原市,乾安县,乾安电视发射台,DS-19,1,吉林电视台乡村频道
1551,吉林省,松原市,乾安县,乾安电视发射台,DS-8,1,吉林卫视
1552,吉林省,松原市,乾安县,乾安电视发射台,DS-35,1,乾安县广播电视台电视节目
1553,吉林省,松原市,乾安县,乾安电视发射台,DS-31,1,中央电视台军事农业频道
1554,吉林省,松原市,乾安县,乾安电视发射台,DS-37,1,中央电视台综合频道
1555,吉林省,通化市,二道江区,二道江区电视转播台,DS-47,0.3,吉林电视台乡村频道
1556,吉林省,通化市,二道江区,二道江区电视转播台,DS-12,0.3,通化市电视台新闻综合频道
1557,吉林省,通化市,二道江区,二道江区电视转播台,DS-31,0.3,中央电视台综合频道
1558,吉林省,通化市,二道江区,二道江区电视转播台,DS-41,0.3,中央电视台军事农业频道
1559,吉林省,通化市,辉南县,辉南电视转播台,DS-30,1,吉林电视台乡村频道
1560,吉林省,通化市,辉南县,辉南电视转播台,DS-2,1,吉林卫视
1561,吉林省,通化市,辉南县,辉南电视发射台,DS-42,1,辉南县广播电视台电视节目
1562,吉林省,通化市,辉南县,辉南电视转播台,DS-24,1,中央电视台军事农业频道
1563,吉林省,通化市,辉南县,辉南电视转播台,DS-18,1,中央电视台综合频道
1564,吉林省,通化市,集安市,双岔电视转播台,DS-27,1,吉林电视台乡村频道
1565,吉林省,通化市,集安市,集安电视转播台,DS-18,0.3,集安市广播电视台电视节目
1566,吉林省,通化市,集安市,集安电视转播台,DS-7,1,吉林卫视
1567,吉林省,通化市,集安市,双岔电视转播台,DS-1,1,吉林卫视
1568,吉林省,通化市,集安市,集安双岔发射台,DS-37,1,中央电视台综合频道
1569,吉林省,通化市,集安市,集安双岔发射台,DS-22,1,中央电视台军事农业频道
1570,吉林省,通化市,集安市,集安调频电视转播台,DS-11,0.3,中央电视台综合频道
1571,吉林省,通化市,集安市,集安调频电视转播台,DS-30,0.3,中央电视台军事农业频道
1572,吉林省,通化市,柳河县,柳河电视发射台,DS-44,1,吉林电视台乡村频道
1573,吉林省,通化市,柳河县,柳河电视发射台,DS-6,0.3,柳河县广播电视台电视节目
1574,吉林省,通化市,柳河县,孤山电视发射台,DS-1,0.3,吉林卫视
1575,吉林省,通化市,柳河县,柳河电视发射台,DS-3,1,吉林卫视
1576,吉林省,通化市,柳河县,柳河调频电视发射台,DS-32,1,中央电视台综合频道
1577,吉林省,通化市,柳河县,柳河调频电视发射台,DS-38,1,中央电视台军事农业频道
1578,吉林省,通化市,柳河县,柳河孤山子电视发射台,DS-16,0.3,中央电视台综合频道
1579,吉林省,通化市,柳河县,柳河孤山子电视发射台,DS-22,0.3,中央电视台军事农业频道
1580,吉林省,通化市,梅河口市,梅河口电视发射台,DS-48,1,吉林电视台乡村频道
1581,吉林省,通化市,梅河口市,梅河口电视发射台,DS-16,1,梅河口市广播电视台电视节目
1582,吉林省,通化市,梅河口市,梅河口电视发射台,DS-7,0.3,吉林卫视
1583,吉林省,通化市,梅河口市,梅河口电视发射台,DS-16,1,梅河口市广播电视台电视节目
1584,吉林省,通化市,梅河口市,梅河口电视发射台,DS-28,1,中央电视台军事农业频道
1585,吉林省,通化市,梅河口市,梅河口电视发射台,DS-22,1,中央电视台综合频道
1586,吉林省,通化市,市辖区,通化电视发射台,DS-3,1,中央电视台综合频道
1587,吉林省,通化市,市辖区,通化驮道岭调频电视发射台,DS-17,3,中央电视台军事农业频道
1588,吉林省,通化市,市辖区,通化电视发射台,DS-6,1,吉林卫视
1589,吉林省,通化市,市辖区,通化电视发射台,DS-8,1,通化市电视台新闻综合频道
1590,吉林省,通化市,市辖区,通化教育电视发射台,DS-23,1,通化电视台科教频道
1591,吉林省,通化市,通化县,通化县电视发射台,DS-13,1,吉林电视台乡村频道
1592,吉林省,通化市,通化县,通化县电视转播台,DS-12,0.3,吉林卫视
1593,吉林省,通化市,通化县,莫戈布电视转播台,DS-7,1,吉林卫视
1594,吉林省,通化市,通化县,通化县电视发射台,DS-25,1,中央电视台军事农业频道
1595,吉林省,通化市,通化县,英戈布调频广播发射台,DS-37,1,中央电视台综合频道
1596,吉林省,通化市,通化县,英戈布调频广播发射台,DS-43,1,中央电视台军事农业频道
1597,吉林省,通化市,通化县,通化县电视发射台,DS-19,1,中央电视台综合频道
1598,吉林省,延边朝鲜族自治州,安图县,安图转播台,DS-32,0.3,中央电视台综合频道
1599,吉林省,延边朝鲜族自治州,安图县,安图转播台,DS-38,0.3,中央电视台军事农业频道
1600,吉林省,延边朝鲜族自治州,安图县,二道白诃转播台,DS-37,0.3,中央电视台综合频道
1601,吉林省,延边朝鲜族自治州,安图县,二道白诃转播台,DS-43,0.3,中央电视台军事农业频道
1602,吉林省,延边朝鲜族自治州,安图县,安图转播台,DS-3,0.3,吉林电视台综合频道
1603,吉林省,延边朝鲜族自治州,敦化市,敦化电视发射台,DS-24,1,吉林电视台乡村频道
1604,吉林省,延边朝鲜族自治州,敦化市,敦化电视发射台,DS-2,1,吉林卫视
1605,吉林省,延边朝鲜族自治州,敦化市,敦化电视发射台,DS-4,1,延边朝鲜族自治州电视台朝鲜语综合频道
1606,吉林省,延边朝鲜族自治州,敦化市,敦化电视发射台,DS-11,1,敦化市广播电视台电视节目
1607,吉林省,延边朝鲜族自治州,敦化市,大石头电视转播台,DS-22,0.1,中央电视台财经频道
1608,吉林省,延边朝鲜族自治州,敦化市,敦化电视发射台,DS-18,1,中央电视台综合频道
1609,吉林省,延边朝鲜族自治州,敦化市,敦化电视发射台,DS-30,1,中央电视台军事农业频道
1610,吉林省,延边朝鲜族自治州,和龙市,和龙电视发射台,DS-6,0.3,吉林电视台乡村频道
1611,吉林省,延边朝鲜族自治州,和龙市,芦果电视转播台,DS-12,0.1,延边朝鲜族自治州电视台朝鲜语综合频道
1612,吉林省,延边朝鲜族自治州,和龙市,和龙电视转播台,DS-3,1,吉林卫视
1613,吉林省,延边朝鲜族自治州,和龙市,和龙电视发射台,DS-20,0.3,和龙市广播电视台电视节目
1614,吉林省,延边朝鲜族自治州,和龙市,和龙电视转播台,DS-26,0.3,中央电视台军事农业频道
1615,吉林省,延边朝鲜族自治州,和龙市,和龙电视转播台,DS-14,0.3,中央电视台综合频道
1616,吉林省,延边朝鲜族自治州,和龙市,和龙电视转播台,DS-11,0.1,延边朝鲜族自治州电视台朝鲜语综合频道
1617,吉林省,延边朝鲜族自治州,珲春市,大马鞍山电视发射台,DS-3,1,吉林电视台乡村频道
1618,吉林省,延边朝鲜族自治州,珲春市,大马鞍山电视发射台,DS-6,10,吉林卫视
1619,吉林省,延边朝鲜族自治州,珲春市,大马鞍山电视发射台,DS-30,1,珲春市广播电视台电视节目
1620,吉林省,延边朝鲜族自治州,珲春市,马川子电视转播台,DS-8,0.3,延边朝鲜族自治州电视台朝鲜语综合频道
1621,吉林省,延边朝鲜族自治州,珲春市,大马鞍山电视发射台,DS-18,3,中央电视台综合频道
1622,吉林省,延边朝鲜族自治州,珲春市,大马鞍山电视发射台,DS-24,3,中央电视台军事农业频道
1623,吉林省,延边朝鲜族自治州,珲春市,春化电视转播台,DS-32,0.3,中央电视台综合频道
1624,吉林省,延边朝鲜族自治州,珲春市,春化电视转播台,DS-38,0.3,中央电视台军事农业频道
1625,吉林省,延边朝鲜族自治州,龙井市,龙井电视发射台,DS-39,0.3,吉林电视台乡村频道
1626,吉林省,延边朝鲜族自治州,龙井市,延边电视发射台,DS-9,10,吉林卫视
1627,吉林省,延边朝鲜族自治州,龙井市,延边电视发射台,DS-7,1,延边朝鲜族自治州电视台朝鲜语综合频道
1628,吉林省,延边朝鲜族自治州,龙井市,龙井电视发射台,DS-1,0.3,延边朝鲜族自治州电视台朝鲜语综合频道
1629,吉林省,延边朝鲜族自治州,龙井市,龙井电视发射台,DS-15,1,龙井市广播电视台电视节目
1630,吉林省,延边朝鲜族自治州,龙井市,平顶山电视转播台,DS-12,0.1,延边朝鲜族自治州电视台朝鲜语综合频道
1631,吉林省,延边朝鲜族自治州,龙井市,龙井电视发射台,DS-21,1,中央电视台军事农业频道
1632,吉林省,延边朝鲜族自治州,龙井市,龙井电视发射台,DS-27,1,中央电视台综合频道
1633,吉林省,延边朝鲜族自治州,图们市,图们电视发射台,DS-23,1,图们市广播电视台电视节目
1634,吉林省,延边朝鲜族自治州,图们市,图们电视发射台,DS-7,0.3,延边朝鲜族自治州电视台朝鲜语综合频道
1635,吉林省,延边朝鲜族自治州,图们市,图们电视发射台,DS-11,0.3,吉林卫视
1636,吉林省,延边朝鲜族自治州,图们市,图们电视发射台,DS-29,3,中央电视台军事农业频道
1637,吉林省,延边朝鲜族自治州,图们市,图们电视发射台,DS-17,1,中央电视台综合频道
1638,吉林省,延边朝鲜族自治州,汪清县,汪清电视转播台,DS-6,1,延边朝鲜族自治州电视台朝鲜语综合频道
1639,吉林省,延边朝鲜族自治州,汪清县,汪清电视转播台,DS-2,1,吉林卫视
1640,吉林省,延边朝鲜族自治州,汪清县,汪清电视发射台,DS-20,1,汪清县广播电视台电视节目
1641,吉林省,延边朝鲜族自治州,汪清县,汪清县罗子沟后山发射台,DS-12,1,吉林卫视
1642,吉林省,延边朝鲜族自治州,汪清县,汪清县罗子沟后山发射台,DS-4,1,延边朝鲜族自治州电视台朝鲜语综合频道
1643,吉林省,延边朝鲜族自治州,汪清县,汪清电视转播台,DS-14,1,中央电视台综合频道
1644,吉林省,延边朝鲜族自治州,汪清县,汪清电视转播台,DS-26,1,中央电视台军事农业频道
1645,吉林省,延边朝鲜族自治州,汪清县,汪清县罗子沟后山发射台,DS-42,1,中央电视台综合频道
1646,吉林省,延边朝鲜族自治州,汪清县,汪清县罗子沟后山发射台,DS-44,1,中央电视台军事农业频道
1647,吉林省,延边朝鲜族自治州,延吉市,延吉电视发射台,DS-19,1,延吉市广播电视台电视节目
1648,吉林省,延边朝鲜族自治州,延吉市,延吉电视转播台,DS-13,1,中央电视台综合频道
1649,吉林省,延边朝鲜族自治州,延吉市,延边电视发射台,DS-31,3,中央电视台军事农业频道
1650,吉林省,延边朝鲜族自治州,延吉市,延吉电视转播台,DS-12,1,吉林卫视
1651,吉林省,延边朝鲜族自治州,延吉市,延边电视发射台,DS-4,1,延边朝鲜族自治州电视台朝鲜语综合频道
1652,黑龙江省,大庆市,大同区,大同区电视转播台,DS-10,1,中央电视台综合频道
1653,黑龙江省,大庆市,大同区,大同区电视转播台,DS-37,1,大庆电视台新闻综合频道
1654,黑龙江省,大庆市,大同区,大同区电视转播台,DS-28,1,中央电视台军事农业频道
1655,黑龙江省,大庆市,杜尔伯特蒙古族自治县,杜尔伯特蒙古族自治县电视转播台,DS-13,1,中央电视台综合频道
1656,黑龙江省,大庆市,杜尔伯特蒙古族自治县,杜尔伯特蒙古族自治县电视转播台,DS-19,1,中央电视台军事农业频道
1657,黑龙江省,大庆市,杜尔伯特蒙古族自治县,杜蒙他拉调频广播发射台,DS-33,0.1,中央电视台综合频道
1658,黑龙江省,大庆市,杜尔伯特蒙古族自治县,杜蒙他拉调频广播发射台,DS-39,0.1,中央电视台军事农业频道
1659,黑龙江省,大庆市,杜尔伯特蒙古族自治县,杜尔伯特蒙古族自治县电视转播台,DS-10,0.3,黑龙江卫视
1660,黑龙江省,大庆市,林甸县,八一一台,DS-31,3,中央电视台综合频道
1661,黑龙江省,大庆市,林甸县,林甸县电视转播台,DS-43,3,中央电视台军事农业频道
1662,黑龙江省,大庆市,林甸县,811电视转播台,DS-11,1,黑龙江卫视
1663,黑龙江省,大庆市,萨尔图区,大庆广播电视发射台,DS-4,10,中央电视台综合频道
1664,黑龙江省,大庆市,萨尔图区,大庆广播电视发射台,DS-29,10,中央电视台军事农业频道
1665,黑龙江省,大庆市,萨尔图区,大庆广播电视发射台,DS-17,10,大庆电视台新闻综合频道
1666,黑龙江省,大庆市,肇源县,肇源电视转播台,DS-21,1,中央电视台军事农业频道
1667,黑龙江省,大庆市,肇源县,肇源电视转播台,DS-15,1,中央电视台综合频道
1668,黑龙江省,大庆市,肇源县,新站电视转播台,DS-17,0.3,中央电视台综合频道
1669,黑龙江省,大庆市,肇源县,新站电视转播台,DS-23,0.3,中央电视台军事农业频道
1670,黑龙江省,大庆市,肇源县,肇源电视转播台,DS-7,1,黑龙江卫视
1671,黑龙江省,大庆市,肇州县,肇州电视转播台,DS-39,0.3,中央电视台军事农业频道
1672,黑龙江省,大庆市,肇州县,肇州电视转播台,DS-11,0.3,中央电视台综合频道
1673,黑龙江省,大庆市,肇州县,肇州电视转播台,DS-3,1,黑龙江卫视
1674,黑龙江省,大庆市,肇州县,肇州电视转播台,DS-33,1,肇州县广播电视台电视节目
1675,黑龙江省,大兴安岭地区,呼玛县,呼中电视转播台,DS-4,1,中央电视台综合频道
1676,黑龙江省,大兴安岭地区,呼玛县,呼中电视转播台,DS-14,0.3,中央电视台军事农业频道
1677,黑龙江省,大兴安岭地区,呼玛县,新林电视转播台,DS-3,1,中央电视台综合频道
1678,黑龙江省,大兴安岭地区,呼玛县,新林电视转播台,DS-10,1,中央电视台军事农业频道
1679,黑龙江省,大兴安岭地区,呼玛县,呼玛县电视转播台,DS-11,1,中央电视台综合频道
1680,黑龙江省,大兴安岭地区,呼玛县,呼玛县电视转播台,DS-13,1,中央电视台军事农业频道
1681,黑龙江省,大兴安岭地区,呼玛县（白银纳乡）,白银纳乡转播台,DS-33,0.1,中央电视台综合频道
1682,黑龙江省,大兴安岭地区,呼玛县（白银纳乡）,白银纳乡转播台,DS-39,0.1,中央电视台军事农业频道
1683,黑龙江省,大兴安岭地区,呼玛县（金山乡）,金山乡转播台,DS-15,0.3,中央电视台综合频道
1684,黑龙江省,大兴安岭地区,呼玛县（金山乡）,金山乡转播台,DS-21,0.3,中央电视台军事农业频道
1685,黑龙江省,大兴安岭地区,呼玛县（欧浦乡）,欧浦乡转播台,DS-14,0.1,中央电视台综合频道
1686,黑龙江省,大兴安岭地区,呼玛县（欧浦乡）,欧浦乡转播台,DS-20,0.1,中央电视台军事农业频道
1687,黑龙江省,大兴安岭地区,呼玛县（三卡）,三卡调频转播台,DS-14,0.3,中央电视台综合频道
1688,黑龙江省,大兴安岭地区,呼玛县（三卡）,三卡调频转播台,DS-20,0.3,中央电视台军事农业频道
1689,黑龙江省,大兴安岭地区,呼玛县（铁帽山）,铁帽山电视转播台,DS-6,0.3,中央电视台综合频道
