序号,发射地省份,地市,区县,发射台名,发射频率(兆赫),发射功率(千瓦),节目
1,北京市,市辖区,海淀区,中央广播电视发射台,106.1,10,中央人民广播电台中国之声
2,北京市,市辖区,海淀区,中央广播电视发射台,96.6,3,中央人民广播电台经济之声
3,北京市,市辖区,海淀区,中央广播电视发射台,90.0,10,中央人民广播电台音乐之声
4,北京市,市辖区,海淀区,中央广播电视发射台,101.8,3,中央人民广播电台经典音乐广播
5,北京市,市辖区,海淀区,中央广播电视发射台,106.6,3,中央人民广播电台文艺之声
6,北京市,市辖区,海淀区,中央广播电视发射台,91.5,10,中国国际广播电台轻松调频
7,北京市,市辖区,海淀区,中央广播电视发射台,88.7,10,中国国际广播电台劲曲调频
8,北京市,市辖区,海淀区,中央广播电视发射台,90.5,3,中国国际广播电台环球资讯广播
9,北京市,市辖区,海淀区,中央广播电视发射台,100.6,0.2,北京人民广播电台新闻广播
10,北京市,市辖区,海淀区,皂君庙发射台,107.3,0.1,北京人民广播电台城市广播
11,北京市,市辖区,海淀区,中央广播电视发射台,97.4,10,北京人民广播电台音乐广播
12,北京市,市辖区,海淀区,中央广播电视发射台,87.6,10,北京人民广播电台文艺广播
13,北京市,市辖区,海淀区,中央广播电视发射台,103.9,10,北京人民广播电台交通广播
14,北京市,市辖区,海淀区,中央广播电视发射台,94.5,10,北京广播电视台青年广播
15,北京市,市辖区,海淀区,中央广播电视发射台,99.6,10,中央人民广播电台中国交通广播
16,北京市,市辖区,海淀区,中央广播电视发射台,94.5,10,北京广播电视台国际音乐广播
17,北京市,市辖区,昌平区,昌平调频广播发射台,103.1,0.1,昌平区广播电视台广播节目
18,北京市,市辖区,朝阳区,北京804发射台,102.5,0.05,北京人民广播电台体育广播
19,北京市,市辖区,朝阳区,建国门外发射台,102.5,0.05,北京人民广播电台体育广播
20,北京市,市辖区,朝阳区,建国门外发射台,100.6,0.2,北京人民广播电台新闻广播
21,北京市,市辖区,朝阳区,皂君庙发射台,102.5,3,北京人民广播电台体育广播
22,北京市,市辖区,大兴区,大兴调频广播发射台,98.6,0.3,大兴区广播电视台广播节目
23,北京市,市辖区,大兴区,大羊坊收费站,99.6,0.05,中央人民广播电台中国交通广播
24,北京市,市辖区,大兴区,采育收费站,99.6,0.05,中央人民广播电台中国交通广播
25,北京市,市辖区,房山区,房山区白草畔转播台,93.2,0.3,中央人民广播电台中国之声
26,北京市,市辖区,房山区,房山区白草畔转播台,100.6,0.3,北京人民广播电台新闻广播
27,北京市,市辖区,房山区,房山区白草畔转播台,96.9,0.1,房山区广播电视台广播节目
28,北京市,市辖区,房山区,房山调频广播发射台,107.0,0.3,房山区广播电视台广播节目
29,北京市,市辖区,怀柔区,汤河口南山广播电视转播站,102.5,0.3,中央人民广播电台中国之声
30,北京市,市辖区,怀柔区,汤河口南山广播电视转播站,100.6,0.3,北京人民广播电台新闻广播
31,北京市,市辖区,怀柔区,怀柔调频广播发射台,101.3,0.3,怀柔区广播电视台广播节目
32,北京市,市辖区,怀柔区,汤河口南山广播电视转播站,93.1,0.3,怀柔区广播电视台广播节目
33,北京市,市辖区,平谷区,平谷调频广播发射台,89.2,0.3,平谷区广播电视台广播节目
34,北京市,市辖区,平谷区,平谷井台山广播电视发射台,100.0,0.1,平谷区广播电视台广播节目
35,北京市,市辖区,顺义区,顺义调频广播发射台,92.9,0.3,顺义区广播电视台广播节目
36,北京市,市辖区,通州区,通州调频广播发射台,107.7,0.3,通州区广播电视台广播节目
37,北京市,市辖县,密云县,密云调频广播发射台,100.6,0.3,北京人民广播电台新闻广播
38,北京市,市辖县,密云县,密云调频广播发射台,94.1,0.3,密云区广播电视台广播节目
39,北京市,市辖县,延庆县,浆棚山广播电视转播台,101.4,0.3,中央人民广播电台中国之声
40,北京市,市辖县,延庆县,浆棚山广播电视转播台,100.6,0.3,北京人民广播电台新闻广播
41,北京市,市辖县,延庆县,浆棚山广播电视转播台,98.8,0.3,延庆区广播电视台广播节目
42,北京市,市辖县,延庆县,延庆调频广播发射台,92.8,0.3,延庆区广播电视台广播节目
43,天津市,市辖区,宝坻区,宝坻广播发射台,97.2,0.3,天津广播电视台新闻广播
44,天津市,市辖区,宝坻区,宝坻广播发射台,96.0,0.3,宝坻区广播电视台广播节目
45,天津市,市辖区,宝坻区,宝坻调频广播发射台,99.6,1,中央人民广播电台中国交通广播
46,天津市,市辖区,北辰区,宜兴埠收费站,99.6,0.05,中央人民广播电台中国交通广播
47,天津市,市辖区,滨海新区,塘沽区广播发射台,87.8,0.3,天津广播电视台滨海广播
48,天津市,市辖区,滨海新区,塘沽区广播发射台,92.1,0.1,天津广播电视台相声广播
49,天津市,市辖区,滨海新区,塘沽区广播发射台,97.2,0.3,天津广播电视台新闻广播
50,天津市,市辖区,滨海新区,塘沽区广播发射台,100.1,0.03,塘沽区广播电视台广播节目
51,天津市,市辖区,滨海新区,汉沽区调频广播发射台,101.7,0.03,汉沽区广播电视台广播节目
52,天津市,市辖区,滨海新区,大港区调频广播发射台,100.5,0.05,大港区广播电视台广播节目
53,天津市,市辖区,滨海新区,塘沽收费站,99.6,0.05,中央人民广播电台中国交通广播
54,天津市,市辖区,东丽区,空港经济区收费站,99.6,0.05,中央人民广播电台中国交通广播
55,天津市,市辖区,河西区,天津广播发射台,102.9,10,中央人民广播电台中国之声
56,天津市,市辖区,河西区,天津广播发射台,98.0,10,中央人民广播电台经济之声
57,天津市,市辖区,河西区,天津广播发射台,92.5,3,中央人民广播电台音乐之声
58,天津市,市辖区,河西区,天津广播发射台,97.2,0.1,天津广播电视台新闻广播
59,天津市,市辖区,河西区,天津广播发射台,104.6,10,天津广播电视台文艺广播
60,天津市,市辖区,河西区,天津广播发射台,99.0,10,天津广播电视台音乐广播
61,天津市,市辖区,河西区,天津广播发射台,106.8,1,天津广播电视台交通广播
62,天津市,市辖区,河西区,天津调频广播发射台,88.5,1,天津广播电视台农村广播
63,天津市,市辖区,武清区,武清广播发射台,97.2,0.3,天津广播电视台新闻广播
64,天津市,市辖区,武清区,武清广播发射台,94.2,0.3,武清区广播电视台广播节目
65,天津市,市辖区,武清区,泗村店收费站,99.6,0.05,中央人民广播电台中国交通广播
66,天津市,市辖区,武清区,杨村收费站,99.6,0.05,中央人民广播电台中国交通广播
67,天津市,市辖县,蓟县,蓟县调频广播发射台,89.0,1,天津广播电视台新闻广播
68,天津市,市辖县,蓟县,蓟县调频广播发射台,100.7,0.3,蓟县广播电视台广播节目
69,天津市,市辖县,蓟县,蓟县广播发射台,97.2,0.3,天津广播电视台新闻广播
70,天津市,市辖县,静海县,静海广播发射台,100.8,0.3,静海区广播电视台广播节目
71,天津市,市辖县,静海县,静海广播发射台,97.2,0.3,天津广播电视台新闻广播
72,天津市,市辖县,宁河县,宁河广播发射台,99.8,0.3,宁河区广播电视台广播节目
73,天津市,市辖县,宁河县,宁河广播发射台,97.2,0.3,天津广播电视台新闻广播
74,河北省,保定市,安国市,安国调频广播发射台,105.6,0.05,安国市广播电视台广播节目
75,河北省,保定市,安新县,安新调频广播发射台,102.2,0.1,安新县广播电视台广播节目
76,河北省,保定市,安新县,安新调频广播发射台,103.7,0.3,河北广播电视台少儿科教广播
77,河北省,保定市,定兴县,定兴调频广播发射台,101.0,0.05,定兴县广播电视台广播节目
78,河北省,保定市,定兴县,岐沟村发射点,99.2,0.1,河北广播电视台交通广播
79,河北省,保定市,定州市,定州调频广播发射台,103.5,0.3,定州市广播电视台广播节目
80,河北省,保定市,阜平县,阜平县电视转播台,103.8,0.3,中央人民广播电台中国之声
81,河北省,保定市,阜平县,阜平县电视转播台,96.3,0.1,河北广播电视台综合广播
82,河北省,保定市,阜平县,阜平县电视转播台,92.6,0.1,保定市人民广播电台新闻广播
83,河北省,保定市,阜平县,阜平县电视转播台,107.3,0.3,阜平县广播电视台广播节目
84,河北省,保定市,高碑店市,高碑店调频广播发射台,102.6,0.05,高碑店市广播电视台广播节目
85,河北省,保定市,高碑店市,高碑店调频广播发射台,98.8,1,中央人民广播电台中国交通广播
86,河北省,保定市,高碑店市,高碑店调频广播发射台,92.2,0.1,高碑店市广播电视台广播节目
87,河北省,保定市,高碑店市,高碑店市电视转播台,101.2,0.1,中央人民广播电台中国交通广播
88,河北省,保定市,高阳县,高阳调频广播发射台,96.4,0.05,高阳县广播电视台广播节目
89,河北省,保定市,高阳县,高阳调频广播发射台,101.2,1,中央人民广播电台中国交通广播
90,河北省,保定市,涞水县,涞水调频广播发射台,99.9,0.1,涞水县广播电视台广播节目
91,河北省,保定市,涞水县,涞水野三坡调频广播发射台,89.5,0.1,涞水县广播电视台广播节目
92,河北省,保定市,涞水县,固店发射点,99.2,0.3,河北广播电视台交通广播
93,河北省,保定市,涞水县,南北庄发射点,99.2,0.1,河北广播电视台交通广播
94,河北省,保定市,涞水县,涞水北庄调频广播发射台,94.0,0.1,涞水县广播电视台广播节目
95,河北省,保定市,涞源县,涞源调频广播发射台,89.2,0.3,河北广播电视台综合广播
96,河北省,保定市,涞源县,涞源调频广播发射台,100.5,0.05,涞源县广播电视台广播节目
97,河北省,保定市,涞源县,涞源调频广播发射台,90.9,0.3,保定人民广播电台新闻广播
98,河北省,保定市,涞源县,涞源县白石山转播台,94.3,0.3,中央人民广播电台中国之声
99,河北省,保定市,蠡县,蠡县调频广播发射台,92.3,0.1,蠡县广播电视台广播节目
100,河北省,保定市,满城县,满城调频广播发射台,103.1,0.05,满城区广播电视台广播节目
101,河北省,保定市,满城县,满城调频广播发射台,99.8,1,保定人民广播电台经济广播
102,河北省,保定市,满城县,满城调频广播发射台,93.7,3,保定人民广播电台新闻广播
103,河北省,保定市,满城县,满城调频广播发射台,104.8,3,保定人民广播电台交通广播
104,河北省,保定市,清苑县,清苑调频广播发射台,105.8,0.05,清苑区广播电视台广播节目
105,河北省,保定市,清苑县,清苑县调频广播发射台,98.8,1,中央人民广播电台中国交通广播
106,河北省,保定市,曲阳县,曲阳调频广播发射台,90.4,0.3,曲阳县广播电视台广播节目
107,河北省,保定市,容城县,容城调频广播发射台,104.1,0.3,容城县广播电视台广播节目
108,河北省,保定市,市辖区,保定调频广播发射台,101.6,1,保定人民广播电台城市服务广播
109,河北省,保定市,市辖区,834广播发射台,98.3,3,中央人民广播电台中国之声
110,河北省,保定市,市辖区,834广播发射台,89.7,3,中央人民广播电台经济之声
111,河北省,保定市,市辖区,834广播发射台,91.8,3,河北广播电视台农民广播
112,河北省,保定市,市辖区,834广播发射台,107.5,3,河北广播电视台综合广播
113,河北省,保定市,市辖区,834广播发射台,95.3,1,河北广播电视台文艺广播
114,河北省,保定市,市辖区,834广播发射台,106.4,1,河北广播电视台音乐广播
115,河北省,保定市,市辖区,834调频广播发射台,97.8,3,河北广播电视台旅游文化广播
116,河北省,保定市,市辖区,834调频广播发射台,105.3,3,中央人民广播电台音乐之声
117,河北省,保定市,市辖区,834调频广播发射台,99.2,1,河北广播电视台交通广播
118,河北省,保定市,顺平县,顺平调频广播发射台,96.0,0.05,顺平县广播电视台广播节目
119,河北省,保定市,唐县,唐县调频广播发射台,91.3,0.05,唐县广播电视台广播节目
120,河北省,保定市,新市区,八三四调频广播发射台,92.8,0.1,河北广播电视台经济广播
121,河北省,保定市,雄县,雄县调频广播发射台,88.9,0.1,雄县广播电视台广播节目
122,河北省,保定市,雄县,雄县调频广播发射台,100.1,0.1,河北广播电视台综合广播
123,河北省,保定市,徐水县,徐水调频广播发射台,88.4,0.1,徐水区广播电视台广播节目
124,河北省,保定市,易县,易县调频广播发射台,88.0,0.05,易县广播电视台广播节目
125,河北省,保定市,易县,易县调频广播发射台,91.1,0.1,中央人民广播电台中国之声
126,河北省,保定市,易县,易县良岗调频广播发射台,102.0,0.1,易县广播电视台广播节目
127,河北省,保定市,涿州市,涿州调频广播发射台,95.9,0.1,涿州市广播电视台广播节目
128,河北省,保定市,涿州市,涿州调频广播发射台,87.1,0.3,河北广播电视台综合广播
129,河北省,保定市,涿州市,涿州调频广播发射台,92.7,0.3,河北广播电视台音乐广播
130,河北省,沧州市,泊头市,泊头市调频广播发射台,94.4,0.3,泊头市广播电视台广播节目
131,河北省,沧州市,沧县,沧县调频广播发射台,94.7,0.3,河北广播电视台综合广播
132,河北省,沧州市,沧县,沧县广播电台,98.5,0.3,沧县广播电视台广播节目
133,河北省,沧州市,东光县,东光调频广播发射台,92.3,0.05,东光县广播电视台广播节目
134,河北省,沧州市,海兴县,海兴调频广播发射台,105.6,0.1,中央人民广播电台中国之声
135,河北省,沧州市,河间市,河间调频广播发射台,106.3,0.03,河间市广播电视台广播节目
136,河北省,沧州市,河间市,河间调频广播发射台,92.1,0.1,中央人民广播电台中国之声
137,河北省,沧州市,黄骅市,黄骅调频广播发射台,100.1,0.05,黄骅市广播电视台广播节目
138,河北省,沧州市,黄骅市,高戴庄发射点,99.2,0.1,河北广播电视台交通广播
139,河北省,沧州市,黄骅市,东常庄发射点,99.2,0.3,河北广播电视台交通广播
140,河北省,沧州市,黄骅市,杨庄发射点,99.2,0.3,河北广播电视台交通广播
141,河北省,沧州市,黄骅市,黄骅调频广播发射台,107.9,0.1,沧州市人民广播电台综合广播
142,河北省,沧州市,孟村回族自治县,孟村调频广播发射台,105.8,0.1,孟村回族自治县广播电视台广播节目
143,河北省,沧州市,南皮县,南皮县调频广播发射台,87.4,0.3,南皮县广播电视台广播节目
144,河北省,沧州市,青县,青县调频广播发射台,99.8,0.05,青县广播电视台广播节目
145,河北省,沧州市,任丘市,任丘调频广播发射台,99.5,0.1,中央人民广播电台中国之声
146,河北省,沧州市,任丘市,任邱调频广播发射台,103.4,0.3,任丘市广播电视台广播节目
147,河北省,沧州市,市辖区,沧州广播发射台,101.5,1,中央人民广播电台中国之声
148,河北省,沧州市,市辖区,沧州广播发射台,90.2,3,河北广播电视台文艺广播
149,河北省,沧州市,市辖区,沧州广播发射台,95.8,3,河北广播电视台经济广播
150,河北省,沧州市,市辖区,沧州广播发射台,99.2,0.3,河北广播电视台交通广播
151,河北省,沧州市,市辖区,沧州广播发射台,97.0,3,沧州人民广播电台综合广播
152,河北省,沧州市,市辖区,沧州广播发射台,91.7,1,沧州人民广播电台农业经济广播
153,河北省,沧州市,市辖区,沧州广播发射台,103.6,0.3,沧州人民广播电台长书文艺广播
154,河北省,沧州市,市辖区,沧州广播发射台,93.8,1,沧州人民广播电台交通音乐广播
155,河北省,沧州市,肃宁县,肃宁调频广播发射台,93.3,0.05,肃宁县广播电视台广播节目
156,河北省,沧州市,吴桥县,吴桥调频广播发射台,99.9,0.1,河北广播电视台经济广播
157,河北省,沧州市,吴桥县,吴桥调频广播发射台,105.7,0.1,河北广播电视台音乐广播
158,河北省,沧州市,吴桥县,吴桥县广播电视台,87.7,0.1,吴桥县广播电视台广播节目
159,河北省,沧州市,献县,献县调频广播发射台,91.0,0.05,献县广播电视台广播节目
160,河北省,沧州市,献县,献县调频广播发射台,88.8,0.1,中央人民广播电台中国之声
161,河北省,沧州市,献县,王友村西发射点,99.2,0.1,河北广播电视台交通广播
162,河北省,沧州市,献县,淮镇北街发射点,99.2,0.3,河北广播电视台交通广播
163,河北省,沧州市,盐山县,盐山调频广播发射台,102.3,0.1,盐山县广播电视台广播节目
164,河北省,承德市,承德县,承德县调频广播发射台,91.3,0.05,承德县广播电视台广播节目
165,河北省,承德市,承德县,承德县调频广播发射台,104.2,0.1,中央人民广播电台中国之声
166,河北省,承德市,承德县,承德县电视转播台,88.3,0.3,中央人民广播电台中国之声
167,河北省,承德市,承德县,承德县广播电视台,97.6,0.05,承德市人民广播电台交通文艺广播
168,河北省,承德市,丰宁满族自治县,丰宁调频广播发射台,102.1,0.3,河北广播电视台生活广播
169,河北省,承德市,丰宁满族自治县,丰宁调频广播发射台,101.0,0.3,丰宁满族自治县广播电视台广播节目
170,河北省,承德市,丰宁满族自治县,丰宁调频广播发射台,105.8,0.3,承德人民广播电台综合广播
171,河北省,承德市,丰宁满族自治县,丰宁桃山电视转播台,102.8,1,河北广播电视台综合广播
172,河北省,承德市,丰宁满族自治县,丰宁桃山电视转播台,104.0,0.3,中央人民广播电台中国之声
173,河北省,承德市,丰宁县,丰宁县广播电视台,97.6,0.05,承德市人民广播电台交通文艺广播
174,河北省,承德市,宽城满族自治县,宽城调频广播发射台,90.3,0.05,宽城满族自治县广播电视台广播节目
175,河北省,承德市,宽城满族自治县,宽城调频广播发射台,104.4,0.1,中央人民广播电台中国之声
176,河北省,承德市,宽城县,宽城广播电视台,97.6,0.05,承德市人民广播电台交通文艺广播
177,河北省,承德市,隆化县,隆化调频广播发射台,103.8,0.03,隆化县广播电视台广播节目
178,河北省,承德市,隆化县,隆化调频广播发射台,96.9,0.3,河北广播电视台综合广播
179,河北省,承德市,隆化县,隆化调频广播发射台,87.8,0.3,中央人民广播电台中国之声
180,河北省,承德市,隆化县,隆化广播电视台,97.6,0.05,承德市人民广播电台交通文艺广播
181,河北省,承德市,滦平县,滦平调频广播发射台,97.8,0.05,滦平县广播电视台广播节目
182,河北省,承德市,滦平县,靳家沟发射点,99.3,0.3,河北广播电视台交通广播
183,河北省,承德市,滦平县,付营子发射点,99.3,0.3,河北广播电视台交通广播
184,河北省,承德市,平泉县,平泉调频广播发射台,100.2,0.05,平泉县广播电视台广播节目
185,河北省,承德市,平泉县,平泉调频广播发射台,92.4,0.3,河北广播电视台综合广播
186,河北省,承德市,平泉县,平泉调频广播发射台,96.2,0.3,中央人民广播电台中国之声
187,河北省,承德市,平泉县,平泉县广播电视台,97.6,0.05,承德市人民广播电台交通文艺广播
188,河北省,承德市,市辖区,承德市广播发射台,89.8,0.1,中央人民广播电台中国之声
189,河北省,承德市,市辖区,承德市广播发射台,103.2,0.1,河北广播电视台文艺广播
190,河北省,承德市,市辖区,承德市广播发射台,107.6,0.1,河北广播电视台农民广播
191,河北省,承德市,市辖区,承德市广播发射台,89.1,0.1,承德人民广播电台综合广播
192,河北省,承德市,市辖区,承德市广播发射台,97.6,1,承德人民广播电台交通文艺广播
193,河北省,承德市,市辖区,承德市广播发射台,100.6,0.3,承德人民广播电台旅游生活广播
194,河北省,承德市,市辖区,承德市开发区调频广播发射台,97.6,0.05,承德市人民广播电台交通文艺广播
195,河北省,承德市,市辖区,承德调频发射台,98.8,1,中央人民广播电台经济之声
196,河北省,承德市,市辖区,承德调频发射台,99.3,1,河北广播电视台交通广播
197,河北省,承德市,市辖区,承德广播电视发射台转播机房,101.2,1,中央人民广播电台中国交通广播
198,河北省,承德市,双滦区,1085转播台,97.6,0.05,承德市人民广播电台交通文艺广播
199,河北省,承德市,双桥区,承德市调频广播发射台,104.7,3,河北广播电视台经济广播
200,河北省,承德市,围场满族蒙古族自治县,围场调频广播发射台,103.6,0.05,围场满族自治县广播电视台广播节目
201,河北省,承德市,围场满族蒙古族自治县,围场调频广播发射台,90.1,1,河北广播电视台综合广播
202,河北省,承德市,围场满族蒙古族自治县,围场调频广播发射台,96.5,1,中央人民广播电台中国之声
203,河北省,承德市,围场满族蒙古族自治县,机械林场调频广播发射台,92.5,0.1,中央人民广播电台中国之声
204,河北省,承德市,围场满族蒙古族自治县,机械林场调频广播发射台,107.9,0.1,河北广播电视台综合广播
205,河北省,承德市,围场县,围场县广播电视台,97.6,0.05,承德市人民广播电台交通文艺广播
206,河北省,承德市,兴隆县,雾灵山调频广播发射台,93.8,3,承德人民广播电台综合广播
207,河北省,承德市,兴隆县,雾灵山广播发射台,90.8,10,中央人民广播电台中国之声
208,河北省,承德市,兴隆县,雾灵山广播发射台,99.3,10,河北广播电视台交通广播
209,河北省,承德市,兴隆县,雾灵山广播发射台,105.2,10,河北广播电视台综合广播
210,河北省,承德市,兴隆县,雾灵山广播发射台,88.1,1,河北广播电视台旅游文化广播
211,河北省,承德市,兴隆县,雾灵山广播发射台,91.9,1,河北广播电视台经济广播
212,河北省,承德市,兴隆县,雾灵山广播发射台,94.8,3,河北广播电视台文艺广播
213,河北省,承德市,兴隆县,兴隆县广播电视台,97.6,0.05,承德市人民广播电台交通文艺广播
214,河北省,承德市,兴隆县,兴隆县广播电视台,89.6,0.1,兴隆县广播电视台广播节目
215,河北省,承德市,营子区,营子区广播电视台,97.6,0.05,承德市人民广播电台交通文艺广播
216,河北省,邯郸市,成安县,成安调频广播发射台,99.9,0.05,成安县广播电视台广播节目
217,河北省,邯郸市,磁县,磁县调频广播发射台,90.1,0.05,磁县广播电视台广播节目
218,河北省,邯郸市,磁县,磁县调频广播发射台,105.6,0.1,磁县广播电视台广播节目
219,河北省,邯郸市,大名县,大名调频广播发射台,99.6,0.3,河北广播电视台综合广播
220,河北省,邯郸市,大名县,大名调频广播发射台,105.8,0.3,河北广播电视台音乐广播
221,河北省,邯郸市,大名县,大名调频广播发射台,89.2,0.3,中央人民广播电台中国之声
222,河北省,邯郸市,大名县,大名调频广播发射台,94.2,0.3,大名县广播电视台广播节目
223,河北省,邯郸市,肥乡县,肥乡调频广播发射台,103.6,0.05,肥乡县广播电视台广播节目
224,河北省,邯郸市,峰峰矿区,峰峰矿区调频广播发射台,106.0,0.1,峰峰矿区广播电视台广播节目
225,河北省,邯郸市,馆陶县,馆陶调频广播发射台,97.4,0.05,馆陶县广播电视台广播节目
226,河北省,邯郸市,广平县,广平调频广播发射台,96.0,0.05,广平县广播电视台广播节目
227,河北省,邯郸市,邯郸县,邯郸县调频广播发射台,95.2,0.05,邯郸县广播电视台广播节目
228,河北省,邯郸市,邯郸县,邯郸县调频广播发射台,90.9,0.3,河北广播电视台经济广播
229,河北省,邯郸市,邯郸县,邯郸县调频广播发射台,99.2,1,河北广播电视台交通广播
230,河北省,邯郸市,临漳县,临漳调频广播发射台,91.5,0.03,临漳县广播电视台广播节目
231,河北省,邯郸市,邱县,邱县调频广播发射台,88.3,0.1,邱县广播电视台广播节目
232,河北省,邯郸市,曲周县,曲周调频广播发射台,91.3,0.05,曲周县广播电视台广播节目
233,河北省,邯郸市,涉县,涉县调频广播发射台,89.9,0.1,涉县广播电视台广播节目
234,河北省,邯郸市,涉县,涉县调频广播发射台,88.3,1,中央人民广播电台中国之声
235,河北省,邯郸市,涉县,河北省涉县电视转播台,96.1,0.3,河北广播电视台综合广播
236,河北省,邯郸市,市辖区,邯郸广播发射台,100.3,0.3,邯郸人民广播电台戏曲曲艺广播
237,河北省,邯郸市,市辖区,邯郸广播发射台,88.7,3,中央人民广播电台中国之声
238,河北省,邯郸市,市辖区,邯郸广播发射台,97.9,3,河北广播电视台综合广播
239,河北省,邯郸市,市辖区,邯郸广播发射台,104.8,3,河北广播电视台农民广播
240,河北省,邯郸市,市辖区,邯郸广播发射台,96.4,3,邯郸人民广播电台新闻综合广播
241,河北省,邯郸市,市辖区,邯郸广播发射台,102.8,3,邯郸人民广播电台经济文艺广播
242,河北省,邯郸市,市辖区,邯郸广播发射台,106.8,0.3,邯郸人民广播电台交通音乐广播
243,河北省,邯郸市,市辖区,邯郸调频广播发射台,107.6,3,中央人民广播电台经济之声
244,河北省,邯郸市,市辖区,邯郸调频广播发射台,93.9,1,中央人民广播电台音乐之声
245,河北省,邯郸市,魏县,魏县调频广播发射台,101.6,0.05,魏县广播电视台广播节目
246,河北省,邯郸市,武安市,武安调频广播发射台,93.4,0.05,武安市广播电视台广播节目
247,河北省,邯郸市,武安市,武安调频广播发射台,107.1,0.1,中央人民广播电台中国之声
248,河北省,邯郸市,永年区,永年调频广播发射台,101.2,1,中央人民广播电台中国交通广播
249,河北省,邯郸市,永年县,永年调频广播发射台,105.4,0.05,永年县广播电视台广播节目
250,河北省,衡水市,安平县,安平调频广播发射台,87.8,0.05,安平县广播电视台广播节目
251,河北省,衡水市,阜城县,阜城调频广播发射台,107.2,0.1,阜城县广播电视台广播节目
252,河北省,衡水市,阜城县,阜城调频广播发射台,103.8,0.3,河北广播电视台旅游文化广播
253,河北省,衡水市,故城县,故城调频广播发射台,90.5,0.05,故城县广播电视台广播节目
254,河北省,衡水市,冀州市,冀州调频广播发射台,98.7,0.3,冀州市广播电视台广播节目
255,河北省,衡水市,景县,景县调频广播发射台,96.3,0.05,景县广播电视台广播节目
256,河北省,衡水市,饶阳县,饶阳调频广播发射台,104.0,0.3,饶阳县广播电视台广播节目
257,河北省,衡水市,饶阳县,衡水广播发射台,102.7,0.1,中央人民广播电台中国之声
258,河北省,衡水市,深州市,深州市调频广播发射台,106.9,0.3,深州市广播电视台广播节目
259,河北省,衡水市,市辖区,衡水广播发射台,97.7,1,中央人民广播电台中国之声
260,河北省,衡水市,市辖区,衡水广播发射台,89.4,3,河北广播电视台综合广播
261,河北省,衡水市,市辖区,衡水广播发射台,95.0,3,河北广播电视台文艺广播
262,河北省,衡水市,市辖区,衡水广播发射台,101.9,3,衡水人民广播电台综合广播
263,河北省,衡水市,市辖区,衡水广播发射台,96.1,0.3,衡水人民广播电台文艺广播
264,河北省,衡水市,市辖区,衡水调频广播发射台,99.2,1,河北广播电视台交通广播
265,河北省,衡水市,市辖区,衡水调频广播发射台,92.5,0.3,衡水人民广播电台交通评书广播
266,河北省,衡水市,市辖区,衡水调频广播发射台,101.2,1,中央人民广播电台中国交通广播
267,河北省,衡水市,武强县,武强调频广播发射台,88.3,0.03,武强县广播电视台广播节目
268,河北省,衡水市,武强县,东中旺发射点,99.2,0.3,河北广播电视台交通广播
269,河北省,衡水市,武邑县,武邑调频广播发射台,92.0,0.05,武邑县广播电视台广播节目
270,河北省,衡水市,枣强县,枣强调频广播发射台,99.5,0.05,枣强县广播电视台广播节目
271,河北省,廊坊市,霸州市,霸州调频广播发射台,93.0,0.3,霸州市广播电视台广播节目
272,河北省,廊坊市,霸州市,廊坊杨芬港高速收费站,99.6,1,中央人民广播电台中国交通广播
273,河北省,廊坊市,大城县,大城调频广播发射台,87.9,0.05,大城县广播电视台广播节目
274,河北省,廊坊市,大城县,大城调频广播发射台,97.6,0.3,廊坊市人民广播电台综合广播
275,河北省,廊坊市,大城县,大城调频广播发射台,101.2,0.3,中央人民广播电台中国交通广播
276,河北省,廊坊市,固安县,固安调频广播发射台,107.9,0.05,固安县广播电视台广播节目
277,河北省,廊坊市,固安县,固安调频广播发射台,103.2,0.1,河北广播电视台综合广播
278,河北省,廊坊市,广阳区,廊坊收费站,99.6,0.05,中央人民广播电台中国交通广播
279,河北省,廊坊市,三河市,三河调频广播发射台,103.3,0.1,三河市广播电视台广播节目
280,河北省,廊坊市,市辖区,廊坊调频广播发射台,105.0,0.3,廊坊人民广播电台戏曲广播
281,河北省,廊坊市,市辖区,廊坊广播发射台,93.5,3,河北广播电视台综合广播
282,河北省,廊坊市,市辖区,廊坊广播发射台,95.1,3,河北广播电视台交通广播
283,河北省,廊坊市,市辖区,廊坊广播发射台,100.3,3,廊坊人民广播电台交通长书广播
284,河北省,廊坊市,文安县,文安调频广播发射台,94.0,0.1,河北广播电视台交通广播
285,河北省,廊坊市,文安县,文安调频广播发射台,105.7,0.1,河北广播电视台农民广播
286,河北省,廊坊市,文安县,文安调频广播发射台,96.2,0.05,文安县广播电视台广播节目
287,河北省,廊坊市,文安县,文安调频广播发射台,107.3,0.1,廊坊市人民广播电台综合广播
288,河北省,廊坊市,香河县,香河调频广播发射台,88.2,0.1,香河县广播电视台广播节目
289,河北省,廊坊市,永清县,永清调频广播发射台,89.3,0.3,永清县广播电视台广播节目
290,河北省,秦皇岛市,昌黎县,昌黎调频广播发射台,97.8,0.05,昌黎县广播电视台广播节目
291,河北省,秦皇岛市,昌黎县,昌黎调频广播发射台,89.9,0.1,秦皇岛人民广播电台综合广播
292,河北省,秦皇岛市,昌黎县,昌黎调频广播发射台,106.4,0.1,河北广播电视台农民广播
293,河北省,秦皇岛市,昌黎县,昌黎调频广播发射台,93.6,1,河北广播电视台经济广播
